PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Target
0.05082222909896733,-1.4310806404122882,0.15446090928173176,-0.8743767490937085,-1.2795546891344565,0.9699015102624209,0.21288834216145613,0.32244065261786986,-0.1278206735231399,False
1.122972869655653,-1.2135183728844376,-0.9075163815132091,-0.7040920092207694,0.22527735808914331,0.9498671079381265,-0.7808980608678064,-0.012209709173308849,0.8556686937274324,False
-0.06382875997376909,1.2458581751479085,1.407436775207134,-0.5913213104752704,0.3452931675015491,0.8330038382236945,-1.0874404466477299,-0.7477729058260119,0.23298413482211974,False
-0.8980161579050928,-1.1925956647028022,-1.8258466351592306,0.32861589912803923,-0.852839461373794,-0.6585540085618864,1.2780619931126695,-0.15600124312939942,0.03298547393218519,False
1.4560407168029996,0.7808820863772973,0.6261671153211198,-0.3796321906646232,1.7890285885846389,1.2743730371885862,0.12240339131235153,-1.6239903407611969,0.721010374395089,False
0.8573758653133826,-0.17760554828666758,-0.06160462506042096,0.957167715114646,0.9903905268271556,1.0201908417501369,0.791707152119164,0.4987749830446647,-0.5692499683372786,False
1.2304437125454062,1.1999417107580246,0.9883449144419468,-1.3130305112186291,-0.7095325761289311,-0.53140215883232,1.7670156113752704,-1.1169754955531441,0.31159579940813226,False
-1.3009394704684287,-1.9341084996299092,-0.3382322754238208,0.13003162948244637,-0.8784534259772231,-0.305836705963146,-0.7163581051450847,-0.601955648944843,-0.6762812383035008,False
-0.09323903475164168,-1.0192121558573104,-2.546983157661322,1.3241528338136077,-1.19380179350962,0.44874730198346,1.1877135740785691,0.0900644669773517,-0.13707572330330928,False
0.84456864575572,1.1238015282855023,0.4219237204259271,0.05549272892935438,0.8054256520311077,-1.196041933499009,0.01676707850087075,-2.269455258323249,-0.3931437740351215,False
-0.7749982262663554,-1.233609538677065,-1.7356896514276796,0.22729643276656197,-0.6051862835900104,0.8953752728370823,-0.7413856272590306,1.7786857998815553,0.48581423252424977,False
-0.34912305193410836,0.3643164981957109,-1.1026276060616431,0.5421124486059571,-0.5087576249489874,-1.3637571481276665,-1.0020293575330999,1.536114114133617,-1.8175649428032117,False
-0.3030422300279734,0.7019690913985805,2.4805802764860543,0.9241316447653969,-0.04367228011045027,-0.7054461588988874,-1.1178139374476033,0.2852379377708026,-0.18763513478481655,False
0.413258844428263,0.5169238522463715,-0.27523867539459757,-1.1296212372160543,-1.199787620744633,0.5925407123333808,-0.8799582958158406,-0.9652469100551156,-1.6598547402457153,False
-0.7559795967698787,-0.7483060397079585,0.850044860430423,-0.8500608422845657,-1.1922466396925462,-1.2552802586387952,0.5965813217267263,0.5973961772963486,0.1782418791545432,True
1.7224654422647887,0.5480117436508684,-0.24791738353046994,-0.2094434366615046,-0.2756553435444238,2.0512902246049416,0.07268259150995847,-0.7649544435097831,1.536717485891349,False
-1.0842258433862242,-2.7063204234502494,-0.058316140167967594,-1.1269519489478246,0.07436807992782407,-0.7975182254868456,0.5396846271647208,0.09656007658685486,-0.005746113470017265,True
2.6087391830745026,0.5007500518030664,0.9652638510159294,-0.5683791343510818,1.4104447225721735,0.7546558992254181,-0.7678967497492881,-0.30030029598830776,0.04050738422126703,False
1.1995629888960007,-0.1137982632421852,-0.3230564311210134,-0.4862443582305658,0.13023696094475315,1.3375632805090762,-0.29779891820143173,-0.2085375826372968,-0.4175902196083174,False
-0.5376948046359535,1.1165040893476763,-0.4284605752081115,-0.1915991936167337,1.5560954200493666,0.2410552311985315,0.03301653225380391,-1.222356417654026,0.5963198715935516,False
1.1250594640555278,0.8273834517898502,-0.23209664656417395,0.6717516913938324,1.7464841082011144,1.17824125588244,0.5632647794682488,0.954982199390301,-1.289583061926906,False
1.4342707824112257,0.6859211454992035,0.30686403074471036,0.6640619064663759,0.16909738847009823,0.2642264053738283,-1.0698636615340402,-1.2434539652467484,0.1250007762516938,False
0.9952386977701497,-0.6242200994306699,-1.511230715658589,-1.3958513320813188,1.7267859275845612,-0.892727709875925,-0.19963716880170196,-1.5583848289292628,-0.511263784977384,False
-0.162809243631316,0.6255848184178318,0.693286334313469,-1.5176889745152942,2.027368894657308,-1.3610716123379991,1.0877030687035323,1.3033821845828508,-0.7407870625658075,True
-0.7000469590907282,1.397970893090529,0.40708356940286244,0.1042524351826142,1.7852633791867114,-0.248090409774892,-1.9732927840883574,-1.276637569016678,1.4169046874429876,False
0.6817405185612506,-0.011295621369785526,-0.8265432922413639,0.015262644471748086,-0.7347769992854736,1.0552228028963393,1.8578482144085577,0.8935579548263403,-0.37227067946045833,False
-0.5758182245736879,-0.30196496164769693,-1.6653161921500066,0.6182860620964382,-0.05281967974652091,1.825026620973526,-0.1396466179019569,1.8823258297444636,-0.2743319006628902,False
-0.04808762702773516,-1.025947231950975,-0.13592330622019785,-1.1192541427172322,-0.8294393178896238,-1.922217802724446,1.6882666099343673,1.4995837842531365,-1.3458956003475744,True
